district,district_alt,district_id,school,school_id,type_x,street,city,state,zip,gradespan,enrollment,hdphone,url,type_special,year,type_y,e_pct_me,e_pct_in_need_of_support,m_pct_me,m_pct_in_need_of_support,sc_pct_me,p17_sci1nm,sc_pct_in_need_of_support,len_str,e_pct_abc,e_pct_ab,e_pct_cd,e_pct_f,m_pct_abc,m_pct_ab,m_pct_cd,m_pct_f,sc_pct_abc,sc_pct_ab,sc_pct_cd,sc_pct_f,act_avg_english_score,act_avg_reading_score,act_avg_math_score,act_avg_science_score,act_avg_writing_score,act_avg_composite_score,pct_act,pct_college,pct_career,pct_cte,pct_wbl,pct_car_rdy,pct_met_prog,gpercent_overall,gpercent_race_w,gpercent_race_b,gpercent_race_h,gpercent_race_i,gpercent_race_a,dropout_rate_curr_yr,tchreturn3yr_avg_pct_curr_yr,tchadvdegree_pct_curr_yr,tchinexperienced_pct_curr_yr,tchsalary_avg_curr_yr,prime_instruct_time_curr_yr,gifted_pct_curr_yr,pct78hs_credit_curr_yr,princ_super_yrs_curr_yr,tech_pct_class_wireless_curr_yr,tech_oneto_one_curr_yr,retained_pct_curr_yr,chronic_absenteeism_rate_x,studentsin_poverty_pct_curr_yr,expendfor_instruct_pct_curr_yr,admin_salary_curr_yr,total_ppe_curr_yr,chronic_absenteeism_rate_y,n_total_di,n_total_el,par_child_feels_safe,par_tch_stop_bully,par_num_responses,tch_i_feel_safe,tch_rules_enforced,tch_num_responses,ocr_firearm_num,ocr_rape,ocr_sex_assault,ocr_robw_weapon,ocr_robw_firearm,ocr_rob_no_weapon,ocr_phys_attachw_weapon,ocr_phys_attackw_firearm,ocr_phys_attach_no_weapon,ocr_threat_phys_attachw_weapon,ocr_threat_phys_attackw_firearm,ocr_threat_phys_attach_no_weapon,ocr_in_school_suspension,ocr_out_of_school_suspension,ocr_expelled,ocr_arrests_referrals,ocr_bully_harass,ocr_violent_all,ocr_nonviolent_all,total_actively_enrolled_students,gender_female,gender_male,black_or_african_american,white,gender_missing,pupils_in_poverty,all_other_races,percent_female,percent_male,percent_gender_missing,percent_black_aa,percent_white,percent_all_other_races,lat,lon
The School District Of Greenville County,Greenville 01,2301999,Heritage Elementary School,2301107,E,1592 Geer Highway,Travelers Rest,SC,29690,PK-5,563,864-355-6000,www.greenville.k12.sc.us/heritage,,2018,E,34.2,29.8,42.5,26.0,48.6,,21.5,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.9,70.5,13.3,53006.0,87.0,13.6,,6.0,100.0,36.0,0.3,1.7,70.3,,,,1.7,,,87.2,71.0,41.0,97.6,97.6,97.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,688,338,350,50,583,0.0,,55,49.127906976744185,50.872093023255815,0.0,7.267441860465117,84.73837209302324,7.994186046511628,34.99810825,-82.47365994236648
The School District Of Greenville County,Greenville 01,2301999,Heritage Elementary School,2301107,E,1592 Geer Highway,Travelers Rest,SC,29690,PK-5,563,864-355-6000,www.greenville.k12.sc.us/heritage,,2019,E,47.2,25.2,57.3,18.1,59.6,,21.2,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,89.4,74.4,,53812.0,88.3,10.9,,7.0,100.0,100.0,1.4,9.0,72.32,,84446.0,9255.0,,,,87.30000000000001,60.0,56.0,66.6,97.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,18.0,0.0,0.0,0.0,0.0,1.0,624,290,334,38,531,0.0,,55,46.47435897435898,53.52564102564102,0.0,6.089743589743589,85.09615384615384,8.814102564102564,34.99810825,-82.47365994236648
The School District Of Greenville County,Greenville 01,2301999,Heritage Elementary School,2301107,E,1592 Geer Highway,Travelers Rest,SC,29690,PK-5,563,864-355-6000,www.greenville.k12.sc.us/heritage,,2021,E,46.8,28.2,52.0,25.2,45.5,,23.9,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,67.741935483871,10.0,55660.9913793103,,18.3,,9.0,100.0,100.0,0.7,4.4,78.1,69.6,88451.0,,4.4,170.0,10.0,96.6,58.6,29.0,100.0,87.5,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,575,277,298,41,489,0.0,451.0,45,48.17391304347826,51.82608695652174,0.0,7.130434782608695,85.04347826086956,7.82608695652174,34.99810825,-82.47365994236648
The School District Of Greenville County,Greenville 01,2301999,Heritage Elementary School,2301107,E,1592 Geer Highway,Travelers Rest,SC,29690,PK-5,563,864-355-6000,www.greenville.k12.sc.us/heritage,,2020,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9,,,,,,,,89.4,70.0,8.0,55233.0,,16.0,,8.0,100.0,81.0,1.5,9.2,74.7,68.2,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,618,300,318,44,527,0.0,,47,48.54368932038835,51.45631067961165,0.0,7.119741100323624,85.27508090614887,7.605177993527508,34.99810825,-82.47365994236648
The School District Of Greenville County,Greenville 01,2301999,Oakview Elementary School,2301108,E,515 Godfrey Road,Simpsonville,SC,29681,PK-5,888,864-355-7100,https://www.greenville.k12.sc.us/oakview/,,2017,E,77.5,4.2,79.8,6.1,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49756.0,,22.3,,16.0,,,0.7,,18.6,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,529,473,113,760,,,129,52.794411177644704,47.20558882235529,,11.27744510978044,75.84830339321357,12.874251497005988,no_result,no_result
The School District Of Greenville County,Greenville 01,2301999,Oakview Elementary School,2301108,E,515 Godfrey Road,Simpsonville,SC,29681,PK-5,888,864-355-7100,https://www.greenville.k12.sc.us/oakview/,,2018,E,77.0,8.4,82.4,6.4,79.7,,8.9,7.0,,,,,,,,,,,,,,,,,,,,,,,,,87.5,,,,,,,,83.8,58.9,31.7,49287.0,89.2,43.0,,17.0,100.0,53.0,1.5,0.6,21.01,,,,0.6,,,100.0,79.7,59.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,,,,,0.0,6.0,1024,534,490,94,767,0.0,,163,52.1484375,47.8515625,0.0,9.1796875,74.90234375,15.91796875,no_result,no_result
The School District Of Greenville County,Greenville 01,2301999,Oakview Elementary School,2301108,E,515 Godfrey Road,Simpsonville,SC,29681,PK-5,888,864-355-7100,https://www.greenville.k12.sc.us/oakview/,,2019,E,80.6,6.9,81.7,5.0,80.3,,6.9,7.0,,,,,,,,,,,,,,,,,,,,,,,,,86.2,,,,,,,3.7,87.6,60.0,55.6,50809.0,89.1,44.6,,18.0,100.0,100.0,1.6,2.2,22.17,,84446.0,8088.0,,,,95.1,80.3,81.0,91.6,100.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,1019,511,508,108,763,0.0,,148,50.14720314033367,49.852796859666334,0.0,10.598626104023552,74.87733071638861,14.524043179587832,no_result,no_result
The School District Of Greenville County,Greenville 01,2301999,Oakview Elementary School,2301108,E,515 Godfrey Road,Simpsonville,SC,29681,PK-5,888,864-355-7100,https://www.greenville.k12.sc.us/oakview/,,2021,E,78.4,10.0,78.0,8.0,77.4,,10.1,7.0,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,88.9,71.7717717717718,8.6,55214.7734883721,,38.9,,20.0,100.0,100.0,1.1,1.5,30.7,71.4,88451.0,,1.5,143.0,65.0,94.1,77.3,154.0,100.0,95.2,95.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,909,458,451,115,641,0.0,283.0,153,50.38503850385039,49.61496149614962,0.0,12.651265126512651,70.51705170517052,16.831683168316832,no_result,no_result
The School District Of Greenville County,Greenville 01,2301999,Oakview Elementary School,2301108,E,515 Godfrey Road,Simpsonville,SC,29681,PK-5,888,864-355-7100,https://www.greenville.k12.sc.us/oakview/,,2020,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.2,,,,,,,,88.5,69.5,14.0,54628.0,,42.1,,19.0,100.0,100.0,1.3,2.7,22.6,67.5,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,0.0,0.0,1.0,0.0,2.0,993,487,506,105,730,0.0,,158,49.04330312185297,50.95669687814704,0.0,10.574018126888216,73.51460221550856,15.911379657603222,no_result,no_result
The School District Of Greenville County,Greenville 01,2301999,Chandler Creek Elementary School,2301109,E,301 Chandler Road ,Greer,SC,29651,PK-5,909,864-355-2400,https://www.greenville.k12.sc.us/ccreek/,,2017,E,38.7,29.2,41.3,22.3,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47993.0,,4.9,,4.0,,,0.4,,72.7,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,506,518,242,491,,,291,49.4140625,50.5859375,,23.6328125,47.94921875,28.41796875,34.955179650000005,-82.23689809568346
The School District Of Greenville County,Greenville 01,2301999,Chandler Creek Elementary School,2301109,E,301 Chandler Road ,Greer,SC,29651,PK-5,909,864-355-2400,https://www.greenville.k12.sc.us/ccreek/,,2018,E,45.2,21.5,60.1,16.2,56.4,,12.1,7.0,,,,,,,,,,,,,,,,,,,,,,,,,52.9,,,,,,,,88.4,60.0,30.2,48163.0,86.9,9.7,,5.0,100.0,100.0,1.2,0.8,73.76,,,,0.8,,,89.4,78.3,39.0,96.9,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,,,,0.0,5.0,972,492,479,178,461,1.0,,333,50.617283950617285,49.2798353909465,0.102880658436214,18.31275720164609,47.42798353909465,34.25925925925926,34.955179650000005,-82.23689809568346
The School District Of Greenville County,Greenville 01,2301999,Chandler Creek Elementary School,2301109,E,301 Chandler Road ,Greer,SC,29651,PK-5,909,864-355-2400,https://www.greenville.k12.sc.us/ccreek/,,2019,E,47.8,23.7,59.5,17.2,53.5,,20.6,7.0,,,,,,,,,,,,,,,,,,,,,,,,,54.8,,,,,,,3.7,84.8,58.3,90.0,48051.0,89.5,9.9,,6.0,100.0,100.0,0.9,8.8,74.18,,84446.0,9377.0,,,,95.7,84.30000000000001,70.0,87.3,97.9,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,32.0,0.0,0.0,0.0,0.0,4.0,981,487,494,212,474,0.0,,295,49.64322120285424,50.35677879714577,0.0,21.61060142711519,48.318042813455655,30.071355759429157,34.955179650000005,-82.23689809568346
The School District Of Greenville County,Greenville 01,2301999,Chandler Creek Elementary School,2301109,E,301 Chandler Road ,Greer,SC,29651,PK-5,909,864-355-2400,https://www.greenville.k12.sc.us/ccreek/,,2021,E,36.0,33.7,40.6,32.7,49.3,,25.4,7.0,,,,,,,,,,,,,,,,,,,,,,,,,29.9,,,,,,,,77.0,50.3025064822818,35.5,50212.9807692308,,14.0,,9.0,100.0,100.0,0.5,5.9,79.5,68.9,88451.0,,5.9,157.0,229.0,87.5,79.1,48.0,100.0,97.7000000000001,97.7000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,925,458,467,227,392,0.0,734.0,306,49.51351351351352,50.48648648648648,0.0,24.54054054054054,42.37837837837838,33.08108108108108,34.955179650000005,-82.23689809568346
The School District Of Greenville County,Greenville 01,2301999,Chandler Creek Elementary School,2301109,E,301 Chandler Road ,Greer,SC,29651,PK-5,909,864-355-2400,https://www.greenville.k12.sc.us/ccreek/,,2020,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.6,,,,,,,,82.0,50.9,30.8,49807.0,,12.8,,7.0,100.0,100.0,0.5,11.7,76.9,67.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,18.0,0.0,0.0,0.0,0.0,1.0,957,481,476,228,437,0.0,,292,50.26123301985371,49.738766980146295,0.0,23.824451410658305,45.66353187042842,30.51201671891327,34.955179650000005,-82.23689809568346
The School District Of Greenville County,Greenville 01,2301999,Mauldin Middle School,2301110,M,1190 Holland Road,Simpsonville,SC,29681,6-8,989,864-355-6770,https://www.greenville.k12.sc.us/mauldinm/,,2017,M,48.900000000000006,18.2,46.6,20.0,61.900000000000006,18.4,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57457.0,,35.8,30.911901082,2.0,,,0.4,,36.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962,481,481,212,616,,,134,50.0,50.0,,22.03742203742204,64.03326403326403,13.92931392931393,34.773116,-82.267113
The School District Of Greenville County,Greenville 01,2301999,Mauldin Middle School,2301110,M,1190 Holland Road,Simpsonville,SC,29681,6-8,989,864-355-6770,https://www.greenville.k12.sc.us/mauldinm/,,2018,M,49.5,17.9,45.3,22.6,59.4,,18.2,7.0,,,,,,,,,,,,,,,,,,,,,,,,,35.3,,,,,,,0.0,87.5,81.7,7.7,58332.0,87.8,34.5,22.6,3.0,100.0,100.0,0.1,0.0,37.43,,,,0.0,,,86.9,56.1,146.0,89.2,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,0.0,21.0,995,484,511,207,630,0.0,,158,48.643216080402006,51.356783919598,0.0,20.804020100502512,63.31658291457286,15.879396984924623,34.773116,-82.267113
The School District Of Greenville County,Greenville 01,2301999,Mauldin Middle School,2301110,M,1190 Holland Road,Simpsonville,SC,29681,6-8,989,864-355-6770,https://www.greenville.k12.sc.us/mauldinm/,,2019,M,54.7,17.9,45.8,23.3,59.5,,22.4,7.0,,,,,,,,,,,,,,,,,,,,,,,,,33.3,,,,,,,3.7,87.7,75.4,33.3,56271.0,86.5,30.7,53.5,4.0,100.0,100.0,0.8,9.2,40.28,,84446.0,7381.0,,,,86.7,60.6,145.0,50.0,97.7,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,161.0,139.0,0.0,0.0,19.0,0.0,22.0,1057,517,540,233,635,0.0,,189,48.912015137180695,51.087984862819305,0.0,22.04351939451277,60.07568590350048,17.880794701986755,34.773116,-82.267113
The School District Of Greenville County,Greenville 01,2301999,Mauldin Middle School,2301110,M,1190 Holland Road,Simpsonville,SC,29681,6-8,989,864-355-6770,https://www.greenville.k12.sc.us/mauldinm/,,2021,M,51.5,24.3,38.6,32.7,57.6,,22.7,7.0,,,,,,,,,,,,,,,,,,,,,,,,,33.3,,,,,,,,77.4,72.2222222222222,10.0,56590.4038461538,,31.0,36.2,2.0,100.0,100.0,0.2,5.8,49.8,68.8,88451.0,,5.8,153.0,86.0,86.6,60.0,60.0,100.0,79.4,79.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,104.0,54.0,0.0,0.0,6.0,1.0,6.0,998,512,486,263,550,0.0,502.0,185,51.30260521042084,48.69739478957916,0.0,26.35270541082164,55.11022044088176,18.537074148296597,34.773116,-82.267113
The School District Of Greenville County,Greenville 01,2301999,Mauldin Middle School,2301110,M,1190 Holland Road,Simpsonville,SC,29681,6-8,989,864-355-6770,https://www.greenville.k12.sc.us/mauldinm/,,2020,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.3,,,,,,,,84.1,74.2,12.9,57022.0,,30.2,52.6,1.0,100.0,100.0,0.2,11.0,42.8,64.5,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,282.0,108.0,0.0,0.0,14.0,0.0,5.0,1042,506,536,251,614,0.0,,177,48.56046065259117,51.439539347408825,0.0,24.08829174664108,58.92514395393474,16.986564299424185,34.773116,-82.267113
The School District Of Greenville County,Greenville 01,2301999,Riverside Middle School,2301111,M,615 Hammett Bridge Road,Greer,SC,29650,6-8,1125,(864) 355-7900,https://www.greenville.k12.sc.us/rms/,,2017,M,59.1,11.4,66.6,8.9,73.1,10.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52766.0,,38.6,52.146464646,3.0,,,0.1,,25.4,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125,547,578,134,736,,,255,48.62222222222222,51.37777777777778,,11.911111111111111,65.42222222222223,22.666666666666664,34.90364205,-82.24847228049072
The School District Of Greenville County,Greenville 01,2301999,Riverside Middle School,2301111,M,615 Hammett Bridge Road,Greer,SC,29650,6-8,1125,(864) 355-7900,https://www.greenville.k12.sc.us/rms/,,2018,M,57.4,12.8,68.7,9.8,69.5,,13.3,7.0,,,,,,,,,,,,,,,,,,,,,,,,,62.8,,,,,,,0.0,88.7,67.7,14.3,53089.0,89.5,41.1,49.7,4.0,100.0,49.0,0.1,0.0,26.43,,,,0.0,,,89.6,56.3,124.0,79.5,92.3,92.3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,2.0,21.0,1137,567,570,112,753,0.0,,272,49.86807387862797,50.131926121372025,0.0,9.850483729111698,66.2269129287599,23.922603342128408,34.90364205,-82.24847228049072
The School District Of Greenville County,Greenville 01,2301999,Riverside Middle School,2301111,M,615 Hammett Bridge Road,Greer,SC,29650,6-8,1125,(864) 355-7900,https://www.greenville.k12.sc.us/rms/,,2019,M,64.6,10.8,69.3,10.1,65.9,,15.2,7.0,,,,,,,,,,,,,,,,,,,,,,,,,65.5,,,,,,,3.7,86.3,68.2,57.1,52581.0,87.2,39.5,49.4,5.0,100.0,67.0,0.0,5.4,29.82,,84446.0,6660.0,,,,91.3,57.2,105.0,68.3,100.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,104.0,0.0,0.0,0.0,0.0,0.0,1127,594,533,118,738,0.0,,271,52.70629991126885,47.29370008873114,0.0,10.47027506654836,65.48358473824312,24.04614019520852,34.90364205,-82.24847228049072
The School District Of Greenville County,Greenville 01,2301999,Riverside Middle School,2301111,M,615 Hammett Bridge Road,Greer,SC,29650,6-8,1125,(864) 355-7900,https://www.greenville.k12.sc.us/rms/,,2021,M,65.6,11.8,57.3,17.1,62.3,,18.2,7.0,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,86.0,72.2222222222222,10.3,56804.9861111111,,42.0,23.8,7.0,100.0,100.0,0.0,3.9,37.5,69.2,88451.0,,3.9,119.0,166.0,93.5,58.0,107.0,100.0,90.7,90.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,22.0,0.0,0.0,2.0,0.0,0.0,1133,613,520,120,717,0.0,430.0,296,54.10414827890556,45.89585172109444,0.0,10.59135039717564,63.28331862312445,26.12533097969991,34.90364205,-82.24847228049072
The School District Of Greenville County,Greenville 01,2301999,Riverside Middle School,2301111,M,615 Hammett Bridge Road,Greer,SC,29650,6-8,1125,(864) 355-7900,https://www.greenville.k12.sc.us/rms/,,2020,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5,,,,,,,,90.8,67.7,8.8,56683.0,,38.8,39.6,6.0,100.0,100.0,0.1,7.4,32.2,65.7,,,,,,,,,,,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,90.0,83.0,0.0,0.0,2.0,4.0,2.0,1166,614,552,126,739,0.0,,301,52.658662092624354,47.34133790737564,0.0,10.806174957118351,63.37907375643225,25.8147512864494,34.90364205,-82.24847228049072
The School District Of Greenville County,Greenville 01,2301999,Bell's Crossing,2301112,E,804 Scuffletown Rd,804 Scuffletown Rd,SC,29681,K-5,893,8643553800,https://www.grhttps://www.greenville.k12.sc.us/bells/,,2017,E,69.3,5.7,75.0,6.6,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56005.0,,16.8,,5.0,,,1.0,,26.2,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982,469,513,94,772,,,116,47.75967413441955,52.24032586558045,,9.572301425661914,78.61507128309573,11.812627291242364,34.7787433,-82.21469826839416
The School District Of Greenville County,Greenville 01,2301999,Bell's Crossing,2301112,E,804 Scuffletown Rd,804 Scuffletown Rd,SC,29681,K-5,893,8643553800,https://www.grhttps://www.greenville.k12.sc.us/bells/,,2018,E,71.4,6.5,77.7,6.7,82.4,,6.1,7.0,,,,,,,,,,,,,,,,,,,,,,,,,77.4,,,,,,,,93.8,70.2,2.5,57588.0,85.8,29.3,,6.0,100.0,100.0,0.4,0.0,26.26,,,,0.0,,,96.1,79.4,100.0,86.8,97.4,97.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,,,,,,0.0,22.0,998,474,524,89,765,0.0,,144,47.49498997995992,52.50501002004008,0.0,8.917835671342687,76.65330661322646,14.428857715430862,34.7787433,-82.21469826839416
The School District Of Greenville County,Greenville 01,2301999,Bell's Crossing,2301112,E,804 Scuffletown Rd,804 Scuffletown Rd,SC,29681,K-5,893,8643553800,https://www.grhttps://www.greenville.k12.sc.us/bells/,,2019,E,75.0,6.7,75.4,7.2,80.7,,6.8,7.0,,,,,,,,,,,,,,,,,,,,,,,,,87.5,,,,,,,3.7,94.2,64.9,6.3,57728.0,85.6,27.1,,7.0,100.0,100.0,0.4,3.1,28.09,,84446.0,8560.0,,,,94.9,73.69999999999999,77.0,74.3,97.2,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,30.0,0.0,0.0,6.0,0.0,12.0,1037,496,541,89,776,0.0,,172,47.83027965284474,52.169720347155256,0.0,8.5824493731919,74.83124397299903,16.586306653809064,34.7787433,-82.21469826839416
The School District Of Greenville County,Greenville 01,2301999,Bell's Crossing,2301112,E,804 Scuffletown Rd,804 Scuffletown Rd,SC,29681,K-5,893,8643553800,https://www.grhttps://www.greenville.k12.sc.us/bells/,,2021,E,64.9,12.3,66.8,13.6,72.6,,9.8,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.2,66.2379421221865,5.9,60683.9642857143,,25.7,,9.0,100.0,100.0,0.7,1.7,32.7,71.7,88451.0,,1.7,188.0,61.0,100.0,78.0,60.0,100.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,15.0,10.0,0.0,0.0,0.0,0.0,23.0,894,423,471,92,647,0.0,294.0,155,47.31543624161073,52.68456375838926,0.0,10.290827740492167,72.37136465324386,17.337807606263983,34.7787433,-82.21469826839416
The School District Of Greenville County,Greenville 01,2301999,Bell's Crossing,2301112,E,804 Scuffletown Rd,804 Scuffletown Rd,SC,29681,K-5,893,8643553800,https://www.grhttps://www.greenville.k12.sc.us/bells/,,2020,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.3,,,,,,,,91.3,66.1,7.0,58938.0,,25.3,,8.0,100.0,100.0,0.6,4.6,29.5,68.7,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,15.0,0.0,0.0,0.0,0.0,3.0,1053,510,543,84,795,0.0,,174,48.433048433048434,51.566951566951566,0.0,7.977207977207977,75.49857549857549,16.524216524216524,34.7787433,-82.21469826839416
The School District Of Greenville County,Greenville 01,2301999,Robert E. Cashion Elementary,2301113,E,1500 Fork Shoals Road,Greenville,SC,29605,PK-5,770,864-355-8000,https://www.greenville.k12.sc.us/cashion/,,2017,E,34.4,27.5,36.3,24.9,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47798.0,,4.5,,2.0,,,0.4,,75.3,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708,328,380,396,199,,,113,46.32768361581921,53.6723163841808,,55.932203389830505,28.10734463276836,15.96045197740113,34.7401913,-82.35317160339545
The School District Of Greenville County,Greenville 01,2301999,Robert E. Cashion Elementary,2301113,E,1500 Fork Shoals Road,Greenville,SC,29605,PK-5,770,864-355-8000,https://www.greenville.k12.sc.us/cashion/,,2018,E,41.5,25.8,45.6,21.7,57.9,,10.5,7.0,,,,,,,,,,,,,,,,,,,,,,,,,48.9,,,,,,,,84.7,52.3,20.0,48542.0,87.1,6.7,,3.0,100.0,50.0,0.8,0.6,74.89,,,,0.6,,,94.5,72.2,18.0,86.5,97.3,97.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,,,,,,0.0,12.0,681,326,355,348,188,0.0,,145,47.87077826725404,52.12922173274597,0.0,51.10132158590308,27.606461086637296,21.292217327459618,34.7401913,-82.35317160339545
The School District Of Greenville County,Greenville 01,2301999,Robert E. Cashion Elementary,2301113,E,1500 Fork Shoals Road,Greenville,SC,29605,PK-5,770,864-355-8000,https://www.greenville.k12.sc.us/cashion/,,2019,E,49.4,23.1,50.0,20.8,64.4,,14.4,7.0,,,,,,,,,,,,,,,,,,,,,,,,,61.5,,,,,,,3.7,88.3,57.4,87.5,50076.0,87.6,12.4,,4.0,100.0,55.00000000000001,0.9,10.5,76.24,,84446.0,9353.0,,,,89.1,77.80000000000001,46.0,51.6,100.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,30.0,0.0,0.0,1.0,0.0,9.0,704,355,349,351,190,0.0,,163,50.42613636363637,49.57386363636363,0.0,49.85795454545455,26.988636363636363,23.15340909090909,34.7401913,-82.35317160339545
The School District Of Greenville County,Greenville 01,2301999,Robert E. Cashion Elementary,2301113,E,1500 Fork Shoals Road,Greenville,SC,29605,PK-5,770,864-355-8000,https://www.greenville.k12.sc.us/cashion/,,2021,E,36.8,32.8,39.6,31.8,45.7,,24.1,7.0,,,,,,,,,,,,,,,,,,,,,,,,,22.5,,,,,,,,78.9,54.1984732824427,28.0,52407.1818181818,,9.6,,6.0,100.0,100.0,1.3,4.1,83.7,70.3,88451.0,,4.1,151.0,93.0,79.0,68.4,19.0,100.0,81.8,81.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,6.0,0.0,0.0,1.0,0.0,3.0,788,384,404,418,201,0.0,659.0,169,48.73096446700508,51.26903553299492,0.0,53.045685279187815,25.50761421319797,21.446700507614214,34.7401913,-82.35317160339545
The School District Of Greenville County,Greenville 01,2301999,Robert E. Cashion Elementary,2301113,E,1500 Fork Shoals Road,Greenville,SC,29605,PK-5,770,864-355-8000,https://www.greenville.k12.sc.us/cashion/,,2020,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.4,,,,,,,,82.2,51.1,24.2,50936.0,,11.6,,5.0,100.0,70.0,1.1,11.9,78.2,68.7,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,0.0,4.0,0.0,0.0,728,351,377,381,183,0.0,,164,48.21428571428572,51.78571428571429,0.0,52.33516483516484,25.137362637362635,22.52747252747253,34.7401913,-82.35317160339545
